"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Live meat animals","WORLD","percent","Food dollars","Foods",2001,24.82029598
"Meats","WORLD","percent","Food dollars","Foods",2001,11.19471223
"Nuts","WORLD","percent","Food dollars","Foods",2001,-17.12625201
"Other edible products","WORLD","percent","Food dollars","Foods",2001,7.263795488
"Plants","WORLD","percent","Food dollars","Subtotal foods",2001,-1.698264597
"Sugar and candy","WORLD","percent","Food dollars","Foods",2001,2.921391505
"U.S. imports","WORLD","percent","Food dollars","Total foods",2001,1.295031678
"Vegetable oils","WORLD","percent","Food dollars","Foods",2001,-13.64995987
"Vegetables","WORLD","percent","Food dollars","Foods",2001,10.2112863
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2001,6.774921759
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2001,-0.790949139
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2001,-7.268722467
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2001,8.885897004
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2001,2.589280496
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2001,-1.922900713
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2001,12.21700063
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2001,18.95642307
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2001,3.542234332
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2001,1.120358515
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2001,20.67283766
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2001,-3.622502131
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2001,-0.469050674
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2001,7.983636287
"Animals","WORLD","percent","Food dollars","Subtotal foods",2002,1.755910467
"Beverages","WORLD","percent","Food dollars","Foods",2002,13.63181313
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2002,13.63181313
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2002,14.64939124
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2002,2.261840297
"Dairy","WORLD","percent","Food dollars","Foods",2002,1.305483029
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2002,3.104529509
"Fruits","WORLD","percent","Food dollars","Foods",2002,8.48493918
"Grains","WORLD","percent","Food dollars","Foods",2002,11.5369046
"Live meat animals","WORLD","percent","Food dollars","Foods",2002,-2.670505872
"Meats","WORLD","percent","Food dollars","Foods",2002,0.641417227
"Nuts","WORLD","percent","Food dollars","Foods",2002,4.521038496
"Other edible products","WORLD","percent","Food dollars","Foods",2002,10.24899956
"Plants","WORLD","percent","Food dollars","Subtotal foods",2002,8.824585706
"Sugar and candy","WORLD","percent","Food dollars","Foods",2002,15.81076875
"U.S. imports","WORLD","percent","Food dollars","Total foods",2002,6.71015565
"Vegetable oils","WORLD","percent","Food dollars","Foods",2002,10.53565394
"Vegetables","WORLD","percent","Food dollars","Foods",2002,5.642927675
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2002,6.70302477
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2002,-7.538601272
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2002,2.231528941
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2002,1.978361669
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2002,8.152917046
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2002,6.02728025
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2002,-5.907950019
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2002,7.022337944
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2002,4.039167687
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2002,5.286483064
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2002,6.986143187
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2002,5.375128974
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2002,-3.894953075
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2002,8.611935635
"Animals","WORLD","percent","Food dollars","Subtotal foods",2003,4.088459613
"Beverages","WORLD","percent","Food dollars","Foods",2003,13.27068344
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2003,13.27068344
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2003,38.52007496
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2003,16.98167006
"Dairy","WORLD","percent","Food dollars","Foods",2003,10.06145916
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2003,8.999026427
"Fruits","WORLD","percent","Food dollars","Foods",2003,9.602727309
"Grains","WORLD","percent","Food dollars","Foods",2003,7.781877571
"Live meat animals","WORLD","percent","Food dollars","Foods",2003,-25.94117988
"Meats","WORLD","percent","Food dollars","Foods",2003,3.345395121
"Nuts","WORLD","percent","Food dollars","Foods",2003,10.72091363
"Other edible products","WORLD","percent","Food dollars","Foods",2003,46.54567453
"Plants","WORLD","percent","Food dollars","Subtotal foods",2003,18.19296163
"Sugar and candy","WORLD","percent","Food dollars","Foods",2003,14.91534534
"U.S. imports","WORLD","percent","Food dollars","Total foods",2003,12.38649552
"Vegetable oils","WORLD","percent","Food dollars","Foods",2003,15.79148513
"Vegetables","WORLD","percent","Food dollars","Foods",2003,15.7691957
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2003,14.73217301
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2003,14.19995634
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2003,4.860898808
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2003,1.576235223
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2003,9.49797187
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2003,3.533395433
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2003,-12.0996854
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2003,11.08407906
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2003,-2.394117647
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2003,-6.825015033
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2003,0.454860843
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2003,10.62153215
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2003,-13.08885163
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2003,6.717249811
"Animals","WORLD","percent","Food dollars","Subtotal foods",2004,8.926823472
"Beverages","WORLD","percent","Food dollars","Foods",2004,5.908364181
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2004,5.908364181
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2004,1.853066579
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2004,9.485009924
"Dairy","WORLD","percent","Food dollars","Foods",2004,16.39196614
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2004,2.268897504
"Fruits","WORLD","percent","Food dollars","Foods",2004,7.231341808
"Grains","WORLD","percent","Food dollars","Foods",2004,11.210259
"Live meat animals","WORLD","percent","Food dollars","Foods",2004,-11.15375578
"Meats","WORLD","percent","Food dollars","Foods",2004,29.17909099
"Nuts","WORLD","percent","Food dollars","Foods",2004,39.04074265
"Other edible products","WORLD","percent","Food dollars","Foods",2004,31.48392779
"Plants","WORLD","percent","Food dollars","Subtotal foods",2004,14.23473995
"Sugar and candy","WORLD","percent","Food dollars","Foods",2004,-1.099158092
"U.S. imports","WORLD","percent","Food dollars","Total foods",2004,11.3298067
"Vegetable oils","WORLD","percent","Food dollars","Foods",2004,48.61707043
"Vegetables","WORLD","percent","Food dollars","Foods",2004,12.72917036
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2004,2.929978805
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2004,11.65057823
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2004,2.454810496
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2004,1.999403163
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2004,1.832964495
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2004,1.647436443
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2004,6.99312233
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2004,6.972634227
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2004,10.84192129
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2004,8.034849952
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2004,12.70145817
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2004,0.602739726
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2004,33.25456913
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2004,4.842133639
"Animals","WORLD","percent","Food dollars","Subtotal foods",2005,7.277912256
"Beverages","WORLD","percent","Food dollars","Foods",2005,11.60358498
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2005,11.60358498
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2005,10.71486073
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2005,19.92494355
"Dairy","WORLD","percent","Food dollars","Foods",2005,7.436353788
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2005,6.607961247
"Fruits","WORLD","percent","Food dollars","Foods",2005,16.28409986
"Grains","WORLD","percent","Food dollars","Foods",2005,5.863948325
"Live meat animals","WORLD","percent","Food dollars","Foods",2005,47.40368509
"Meats","WORLD","percent","Food dollars","Foods",2005,0.584069249
"Nuts","WORLD","percent","Food dollars","Foods",2005,4.033753709
"Other edible products","WORLD","percent","Food dollars","Foods",2005,15.74221366
"Plants","WORLD","percent","Food dollars","Subtotal foods",2005,11.79751384
"Sugar and candy","WORLD","percent","Food dollars","Foods",2005,18.27855285
"U.S. imports","WORLD","percent","Food dollars","Total foods",2005,10.27557924
"Vegetable oils","WORLD","percent","Food dollars","Foods",2005,5.632051168
"Vegetables","WORLD","percent","Food dollars","Foods",2005,5.438029522
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2005,4.347080021
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2005,11.82160589
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2005,-0.711399465
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2005,9.947337624
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2005,3.746397695
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2005,3.959140711
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2005,0.83858735
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2005,0.867599809
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2005,-2.289038712
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2005,-2.479091995
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2005,4.487572353
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2005,29.62543992
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2005,4.13273984
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2005,2.082663753
"Animals","WORLD","percent","Food dollars","Subtotal foods",2006,6.203123109
"Beverages","WORLD","percent","Food dollars","Foods",2006,15.89427377
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2006,15.89427377
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2006,-3.322911365
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2006,11.24695025
"Dairy","WORLD","percent","Food dollars","Foods",2006,1.246038606
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2006,10.74390635
"Fruits","WORLD","percent","Food dollars","Foods",2006,11.5726789
"Grains","WORLD","percent","Food dollars","Foods",2006,15.84755458
"Live meat animals","WORLD","percent","Food dollars","Foods",2006,29.90430622
"Meats","WORLD","percent","Food dollars","Foods",2006,-8.837079921
"Nuts","WORLD","percent","Food dollars","Foods",2006,-2.005526339
"Other edible products","WORLD","percent","Food dollars","Foods",2006,7.693003237
"Plants","WORLD","percent","Food dollars","Subtotal foods",2006,10.74082382
"Sugar and candy","WORLD","percent","Food dollars","Foods",2006,22.18312675
"U.S. imports","WORLD","percent","Food dollars","Total foods",2006,9.938277867
"Vegetable oils","WORLD","percent","Food dollars","Foods",2006,18.9092591
"Vegetables","WORLD","percent","Food dollars","Foods",2006,9.529805494
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2006,11.00696157
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2006,-3.980708872
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2006,4.637166113
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2006,-2.155401809
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2006,5.350637523
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2006,3.893503923
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2006,17.51586028
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2006,10.38595645
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2006,-9.442991486
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2006,-0.2143951
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2006,5.715589155
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2006,25.42098969
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2006,24.42050391
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2006,3.996914552
"Animals","WORLD","percent","Food dollars","Subtotal foods",2007,4.36408068
"Beverages","WORLD","percent","Food dollars","Foods",2007,7.984942799
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2007,7.984942799
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2007,0.090252708
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2007,14.21487997
"Dairy","WORLD","percent","Food dollars","Foods",2007,6.765312656
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2007,2.457997453
"Fruits","WORLD","percent","Food dollars","Foods",2007,19.63840318
"Grains","WORLD","percent","Food dollars","Foods",2007,20.51229297
"Live meat animals","WORLD","percent","Food dollars","Foods",2007,19.15285451
"Meats","WORLD","percent","Food dollars","Foods",2007,2.360973377
"Nuts","WORLD","percent","Food dollars","Foods",2007,7.458613789
"Other edible products","WORLD","percent","Food dollars","Foods",2007,1.885778576
"Plants","WORLD","percent","Food dollars","Subtotal foods",2007,10.76491538
"Sugar and candy","WORLD","percent","Food dollars","Foods",2007,-14.67373519
"U.S. imports","WORLD","percent","Food dollars","Total foods",2007,8.396679996
"Vegetable oils","WORLD","percent","Food dollars","Foods",2007,24.8240744
"Vegetables","WORLD","percent","Food dollars","Foods",2007,9.60974134
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2007,3.380903001
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2007,-9.973690505
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2007,1.391399617
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2007,-2.202882785
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2007,-1.24918954
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2007,8.935967574
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2007,13.68881142
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2007,13.05357062
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2007,0.049158166
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2007,8.195211786
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2007,1.738487146
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2007,-23.94598495
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2007,9.946371711
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2007,8.844587742
"Animals","WORLD","percent","Food dollars","Subtotal foods",2008,-0.249008335
"Beverages","WORLD","percent","Food dollars","Foods",2008,-0.895830493
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2008,-0.895830493
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2008,23.94048693
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2008,16.48021373
"Dairy","WORLD","percent","Food dollars","Foods",2008,6.31663113
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2008,3.553511083
"Fruits","WORLD","percent","Food dollars","Foods",2008,7.148798272
"Grains","WORLD","percent","Food dollars","Foods",2008,29.97524541
"Live meat animals","WORLD","percent","Food dollars","Foods",2008,-12.42658423
"Meats","WORLD","percent","Food dollars","Foods",2008,-5.730893915
"Nuts","WORLD","percent","Food dollars","Foods",2008,14.33045539
"Other edible products","WORLD","percent","Food dollars","Foods",2008,10.09658173
"Plants","WORLD","percent","Food dollars","Subtotal foods",2008,17.89227828
"Sugar and candy","WORLD","percent","Food dollars","Foods",2008,14.72347933
"U.S. imports","WORLD","percent","Food dollars","Total foods",2008,9.927213963
"Vegetable oils","WORLD","percent","Food dollars","Foods",2008,61.70996346
"Vegetables","WORLD","percent","Food dollars","Foods",2008,7.465879138
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2008,-3.773464741
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2008,-1.354941552
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2008,1.674860878
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2008,-15.85094549
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2008,-1.496979778
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2008,-1.483220999
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2008,10.355165
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2008,-6.931841056
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2008,-13.31531753
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2008,-3.716312057
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2008,2.738895958
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2008,22.92287883
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2008,23.01653837
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2008,1.98592607
"Animals","WORLD","percent","Food dollars","Subtotal foods",2009,-9.980379963
"Beverages","WORLD","percent","Food dollars","Foods",2009,-11.67344613
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2009,-11.67344613
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2009,5.377713108
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2009,-7.534762041
"Dairy","WORLD","percent","Food dollars","Foods",2009,-15.17924292
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2009,-7.030621047
"Fruits","WORLD","percent","Food dollars","Foods",2009,-2.528404222
"Grains","WORLD","percent","Food dollars","Foods",2009,-11.36563645
"Live meat animals","WORLD","percent","Food dollars","Foods",2009,-26.95464172
"Meats","WORLD","percent","Food dollars","Foods",2009,-8.848175817
"Nuts","WORLD","percent","Food dollars","Foods",2009,-5.360183608
"Other edible products","WORLD","percent","Food dollars","Foods",2009,-8.929640719
"Plants","WORLD","percent","Food dollars","Subtotal foods",2009,-7.603421972
"Sugar and candy","WORLD","percent","Food dollars","Foods",2009,3.322969946
"U.S. imports","WORLD","percent","Food dollars","Total foods",2009,-8.743490987
"Vegetable oils","WORLD","percent","Food dollars","Foods",2009,-29.07571564
"Vegetables","WORLD","percent","Food dollars","Foods",2009,-3.646963646
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2009,-7.725400003
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2009,4.98249394
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2009,-3.129815612
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2009,-5.617977528
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2009,-0.159971561
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2009,-2.826392042
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2009,-10.2544429
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2009,-27.75941723
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2009,2.408955647
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2009,4.89098409
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2009,-10.9997051
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2009,-5.695068501
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2009,-8.349338124
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2009,-0.439086917
"Animals","WORLD","percent","Food dollars","Subtotal foods",2010,11.69550813
"Beverages","WORLD","percent","Food dollars","Foods",2010,6.648720202
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2010,6.648720202
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2010,23.56020942
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2010,21.4076701
"Dairy","WORLD","percent","Food dollars","Foods",2010,-0.458105512
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2010,12.23760815
"Fruits","WORLD","percent","Food dollars","Foods",2010,10.5135233
"Grains","WORLD","percent","Food dollars","Foods",2010,3.967101363
"Live meat animals","WORLD","percent","Food dollars","Foods",2010,21.24433706
"Meats","WORLD","percent","Food dollars","Foods",2010,10.31417359
"Nuts","WORLD","percent","Food dollars","Foods",2010,14.34717985
"Other edible products","WORLD","percent","Food dollars","Foods",2010,10.81285444
"Plants","WORLD","percent","Food dollars","Subtotal foods",2010,14.17017126
"Sugar and candy","WORLD","percent","Food dollars","Foods",2010,31.38447601
"U.S. imports","WORLD","percent","Food dollars","Total foods",2010,12.62344668
"Vegetable oils","WORLD","percent","Food dollars","Foods",2010,11.58206743
"Vegetables","WORLD","percent","Food dollars","Foods",2010,15.72774646
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2010,3.814015206
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2010,4.506584573
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2010,3.927591882
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2010,-14.28571429
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2010,4.237137262
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2010,6.9162888
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2010,-2.405379176
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2010,-4.220359281
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2010,-5.112771551
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2010,0.47752809
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2010,9.595758781
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2010,15.73178218
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2010,3.337088779
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2010,10.61469348
"Animals","WORLD","percent","Food dollars","Subtotal foods",2011,11.5171023
"Beverages","WORLD","percent","Food dollars","Foods",2011,9.332039969
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2011,9.332039969
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2011,8.972806854
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2011,55.08060654
"Dairy","WORLD","percent","Food dollars","Foods",2011,11.49792162
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2011,13.38251807
"Fruits","WORLD","percent","Food dollars","Foods",2011,12.36593355
"Grains","WORLD","percent","Food dollars","Foods",2011,12.92102
"Live meat animals","WORLD","percent","Food dollars","Foods",2011,-6.018333998
"Meats","WORLD","percent","Food dollars","Foods",2011,13.117654
"Nuts","WORLD","percent","Food dollars","Foods",2011,27.46801669
"Other edible products","WORLD","percent","Food dollars","Foods",2011,19.88933885
"Plants","WORLD","percent","Food dollars","Subtotal foods",2011,22.60104159
"Sugar and candy","WORLD","percent","Food dollars","Foods",2011,27.12832763
"U.S. imports","WORLD","percent","Food dollars","Total foods",2011,18.17676017
"Vegetable oils","WORLD","percent","Food dollars","Foods",2011,50.60432992
"Vegetables","WORLD","percent","Food dollars","Foods",2011,10.92429233
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2011,3.888073236
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2011,7.429833892
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2011,6.35490341
