"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Total fish and shellfish","ECUADOR","Million $","Fish","Foods",1999,549.4
"Total fish and shellfish","CHINA","Million $","Fish","Foods",1999,430.7
"Total fish and shellfish","REST OF WORLD","Million $","Fish","Foods",1999,5155.0
"Whole fish--fresh, chilled, or frozen","CANADA","Million $","Fish","Foods",1999,417.6
"Whole fish--fresh, chilled, or frozen","NORWAY","Million $","Fish","Foods",1999,32.0
"Whole fish--fresh, chilled, or frozen","MEXICO","Million $","Fish","Foods",1999,44.2
"Whole fish--fresh, chilled, or frozen","CHILE","Million $","Fish","Foods",1999,67.9
"Whole fish--fresh, chilled, or frozen","UNITED KINGDOM","Million $","Fish","Foods",1999,34.2
"Whole fish--fresh, chilled, or frozen","FAROE ISLANDS","Million $","Fish","Foods",1999,6.6
"Whole fish--fresh, chilled, or frozen","REST OF WORLD","Million $","Fish","Foods",1999,640.4
"Fish fillets and mince","CHILE","Million $","Fish","Foods",1999,263.5
"Fish fillets and mince","CHINA","Million $","Fish","Foods",1999,192.4
"Fish fillets and mince","NORWAY","Million $","Fish","Foods",1999,101.9
"Fish fillets and mince","VIETNAM","Million $","Fish","Foods",1999,15.6
"Fish fillets and mince","INDONESIA","Million $","Fish","Foods",1999,29.1
"Fish fillets and mince","CANADA","Million $","Fish","Foods",1999,287.0
"Fish fillets and mince","REST OF WORLD","Million $","Fish","Foods",1999,812.4
"Shellfish, fresh or frozen","CANADA","Million $","Fish","Foods",1999,681.4
"Shellfish, fresh or frozen","INDIA","Million $","Fish","Foods",1999,171.4
"Shellfish, fresh or frozen","ECUADOR","Million $","Fish","Foods",1999,409.0
"Shellfish, fresh or frozen","INDONESIA","Million $","Fish","Foods",1999,161.6
"Shellfish, fresh or frozen","VIETNAM","Million $","Fish","Foods",1999,83.2
"Shellfish, fresh or frozen","ARGENTINA","Million $","Fish","Foods",1999,15.8
"Shellfish, fresh or frozen","JAPAN","Million $","Fish","Foods",1999,53.0
"Shellfish, fresh or frozen","MEXICO","Million $","Fish","Foods",1999,417.2
"Shellfish, fresh or frozen","REST OF WORLD","Million $","Fish","Foods",1999,2163.9
"Prepared fish and shellfish","THAILAND","Million $","Fish","Foods",1999,728.2
"Prepared fish and shellfish","INDONESIA","Million $","Fish","Foods",1999,96.4
"Prepared fish and shellfish","VIETNAM","Million $","Fish","Foods",1999,31.9
"Prepared fish and shellfish","CANADA","Million $","Fish","Foods",1999,322.8
"Prepared fish and shellfish","INDIA","Million $","Fish","Foods",1999,11.4
"Prepared fish and shellfish","CHINA","Million $","Fish","Foods",1999,82.1
"Prepared fish and shellfish","ECUADOR","Million $","Fish","Foods",1999,88.3
"Prepared fish and shellfish","CHILE","Million $","Fish","Foods",1999,17.1
"Prepared fish and shellfish","REST OF WORLD","Million $","Fish","Foods",1999,380.3
"Total vegetables and preparations","MEXICO","Million $","Vegetables","Foods",1999,1606.7
"Total vegetables and preparations","CANADA","Million $","Vegetables","Foods",1999,793.9
"Total vegetables and preparations","PERU","Million $","Vegetables","Foods",1999,77.4
"Total vegetables and preparations","CHINA","Million $","Vegetables","Foods",1999,109.9
"Total vegetables and preparations","SPAIN","Million $","Vegetables","Foods",1999,282.9
"Total vegetables and preparations","BELGIUM","Million $","Vegetables","Foods",1999,13.9
"Total vegetables and preparations","GUATEMALA","Million $","Vegetables","Foods",1999,46.6
"Total vegetables and preparations","REST OF WORLD","Million $","Vegetables","Foods",1999,696.3
"Fresh vegetables","MEXICO","Million $","Vegetables","Foods",1999,1310.6
"Fresh vegetables","CANADA","Million $","Vegetables","Foods",1999,347.9
"Fresh vegetables","PERU","Million $","Vegetables","Foods",1999,50.1
"Fresh vegetables","GUATEMALA","Million $","Vegetables","Foods",1999,7.9
"Fresh vegetables","CHINA","Million $","Vegetables","Foods",1999,3.6
"Fresh vegetables","COSTA RICA","Million $","Vegetables","Foods",1999,44.3
"Fresh vegetables","REST OF WORLD","Million $","Vegetables","Foods",1999,249.6
"Frozen vegetables","MEXICO","Million $","Vegetables","Foods",1999,155.6
"Frozen vegetables","CANADA","Million $","Vegetables","Foods",1999,53.9
"Frozen vegetables","CHINA","Million $","Vegetables","Foods",1999,17.9
"Frozen vegetables","ECUADOR","Million $","Vegetables","Foods",1999,1.8
"Frozen vegetables","GUATEMALA","Million $","Vegetables","Foods",1999,33.9
"Frozen vegetables","BELGIUM","Million $","Vegetables","Foods",1999,2.8
"Frozen vegetables","REST OF WORLD","Million $","Vegetables","Foods",1999,23.5
"Dried vegetables","CANADA","Million $","Vegetables","Foods",1999,30.0
"Dried vegetables","CHINA","Million $","Vegetables","Foods",1999,40.9
"Dried vegetables","INDIA","Million $","Vegetables","Foods",1999,23.0
"Dried vegetables","MEXICO","Million $","Vegetables","Foods",1999,21.5
"Dried vegetables","NICARAGUA","Million $","Vegetables","Foods",1999,0.1
"Dried vegetables","REST OF WORLD","Million $","Vegetables","Foods",1999,77.5
"Prepared or preserved vegetables","CANADA","Million $","Vegetables","Foods",1999,363.7
"Prepared or preserved vegetables","MEXICO","Million $","Vegetables","Foods",1999,118.9
"Prepared or preserved vegetables","SPAIN","Million $","Vegetables","Foods",1999,252.0
"Prepared or preserved vegetables","BELGIUM","Million $","Vegetables","Foods",1999,1.6
"Prepared or preserved vegetables","GREECE","Million $","Vegetables","Foods",1999,43.2
"Prepared or preserved vegetables","ITALY","Million $","Vegetables","Foods",1999,27.8
"Prepared or preserved vegetables","REST OF WORLD","Million $","Vegetables","Foods",1999,328.0
"Total dairy products","IRELAND","Million $","Dairy","Foods",1999,42.6
"Total dairy products","ITALY","Million $","Dairy","Foods",1999,146.0
"Total dairy products","NEW ZEALAND","Million $","Dairy","Foods",1999,165.2
"Total dairy products","FRANCE","Million $","Dairy","Foods",1999,74.9
"Total dairy products","CANADA","Million $","Dairy","Foods",1999,71.3
"Total dairy products","MEXICO","Million $","Dairy","Foods",1999,4.6
"Total dairy products","NETHERLANDS","Million $","Dairy","Foods",1999,44.7
"Total dairy products","SPAIN","Million $","Dairy","Foods",1999,5.1
"Total dairy products","REST OF WORLD","Million $","Dairy","Foods",1999,375.9
"Cheese, fresh or processed","ITALY","Million $","Dairy","Foods",1999,146.0
"Cheese, fresh or processed","FRANCE","Million $","Dairy","Foods",1999,73.1
"Cheese, fresh or processed","SPAIN","Million $","Dairy","Foods",1999,5.1
"Cheese, fresh or processed","NETHERLANDS","Million $","Dairy","Foods",1999,35.7
"Cheese, fresh or processed","SWITZERLAND","Million $","Dairy","Foods",1999,31.8
"Cheese, fresh or processed","IRELAND","Million $","Dairy","Foods",1999,10.1
"Cheese, fresh or processed","CANADA","Million $","Dairy","Foods",1999,27.9
"Cheese, fresh or processed","REST OF WORLD","Million $","Dairy","Foods",1999,375.5
"Yogurt, buttermilk, or whey","NEW ZEALAND","Million $","Dairy","Foods",1999,47.5
"Yogurt, buttermilk, or whey","CANADA","Million $","Dairy","Foods",1999,13.6
"Yogurt, buttermilk, or whey","FRANCE","Million $","Dairy","Foods",1999,0.9
"Yogurt, buttermilk, or whey","DENMARK","Million $","Dairy","Foods",1999,0.3
"Yogurt, buttermilk, or whey","GERMANY, FED. REPUBLIC","Million $","Dairy","Foods",1999,11.5
"Yogurt, buttermilk, or whey","MEXICO","Million $","Dairy","Foods",1999,0.1
"Yogurt, buttermilk, or whey","AUSTRALIA","Million $","Dairy","Foods",1999,14.8
"Yogurt, buttermilk, or whey","REST OF WORLD","Million $","Dairy","Foods",1999,45.5
"Milk and cream","MEXICO","Million $","Dairy","Foods",1999,3.5
"Milk and cream","CHILE","Million $","Dairy","Foods",1999,3.0
"Milk and cream","NETHERLANDS","Million $","Dairy","Foods",1999,0.9
"Milk and cream","PERU","Million $","Dairy","Foods",1999,0.1
"Milk and cream","CANADA","Million $","Dairy","Foods",1999,15.8
"Milk and cream","NEW ZEALAND","Million $","Dairy","Foods",1999,13.3
"Milk and cream","REST OF WORLD","Million $","Dairy","Foods",1999,6.6
"Butter or spreads","IRELAND","Million $","Dairy","Foods",1999,0.6
"Butter or spreads","NEW ZEALAND","Million $","Dairy","Foods",1999,19.5
"Butter or spreads","MEXICO","Million $","Dairy","Foods",1999,0.0
"Butter or spreads","FRANCE","Million $","Dairy","Foods",1999,0.9
"Butter or spreads","INDIA","Million $","Dairy","Foods",1999,0.1
"Butter or spreads","AUSTRALIA","Million $","Dairy","Foods",1999,6.4
"Butter or spreads","REST OF WORLD","Million $","Dairy","Foods",1999,20.2
"Total fruit and preparations","MEXICO","Million $","Fruits","Foods",1999,972.7
"Total fruit and preparations","PERU","Million $","Fruits","Foods",1999,15.0
"Total fruit and preparations","CHILE","Million $","Fruits","Foods",1999,591.8
"Total fruit and preparations","GUATEMALA","Million $","Fruits","Foods",1999,192.1
"Total fruit and preparations","COSTA RICA","Million $","Fruits","Foods",1999,552.4
"Total fruit and preparations","BRAZIL","Million $","Fruits","Foods",1999,224.4
"Total fruit and preparations","CANADA","Million $","Fruits","Foods",1999,166.1
"Total fruit and preparations","ECUADOR","Million $","Fruits","Foods",1999,350.6
"Total fruit and preparations","CHINA","Million $","Fruits","Foods",1999,87.4
"Total fruit and preparations","THAILAND","Million $","Fruits","Foods",1999,197.2
"Total fruit and preparations","REST OF WORLD","Million $","Fruits","Foods",1999,1444.0
"Fresh or chilled fruit","MEXICO","Million $","Fruits","Foods",1999,768.9
"Fresh or chilled fruit","PERU","Million $","Fruits","Foods",1999,13.1
"Fresh or chilled fruit","CHILE","Million $","Fruits","Foods",1999,510.6
"Fresh or chilled fruit","GUATEMALA","Million $","Fruits","Foods",1999,189.0
"Fresh or chilled fruit","COSTA RICA","Million $","Fruits","Foods",1999,503.1
"Fresh or chilled fruit","ECUADOR","Million $","Fruits","Foods",1999,330.4
"Fresh or chilled fruit","COLOMBIA","Million $","Fruits","Foods",1999,224.0
"Fresh or chilled fruit","HONDURAS","Million $","Fruits","Foods",1999,50.0
"Fresh or chilled fruit","CANADA","Million $","Fruits","Foods",1999,71.3
"Fresh or chilled fruit","NEW ZEALAND","Million $","Fruits","Foods",1999,82.9
"Fresh or chilled fruit","REST OF WORLD","Million $","Fruits","Foods",1999,406.0
"Bananas and plantains","GUATEMALA","Million $","Fruits","Foods",1999,140.5
"Bananas and plantains","ECUADOR","Million $","Fruits","Foods",1999,320.0
"Bananas and plantains","COSTA RICA","Million $","Fruits","Foods",1999,363.8
"Bananas and plantains","COLOMBIA","Million $","Fruits","Foods",1999,223.7
"Bananas and plantains","HONDURAS","Million $","Fruits","Foods",1999,20.1
"Bananas and plantains","MEXICO","Million $","Fruits","Foods",1999,40.1
"Bananas and plantains","REST OF WORLD","Million $","Fruits","Foods",1999,66.7
"Frozen fruit","MEXICO","Million $","Fruits","Foods",1999,46.1
"Frozen fruit","CANADA","Million $","Fruits","Foods",1999,35.8
"Frozen fruit","CHILE","Million $","Fruits","Foods",1999,10.3
"Frozen fruit","GUATEMALA","Million $","Fruits","Foods",1999,1.5
"Frozen fruit","PERU","Million $","Fruits","Foods",1999,0.1
"Frozen fruit","COSTA RICA","Million $","Fruits","Foods",1999,8.2
"Frozen fruit","REST OF WORLD","Million $","Fruits","Foods",1999,23.5
"Dried, prepared or preserved fruit","MEXICO","Million $","Fruits","Foods",1999,79.4
"Dried, prepared or preserved fruit","CHINA","Million $","Fruits","Foods",1999,59.0
"Dried, prepared or preserved fruit","CANADA","Million $","Fruits","Foods",1999,34.0
"Dried, prepared or preserved fruit","THAILAND","Million $","Fruits","Foods",1999,142.9
"Dried, prepared or preserved fruit","SOUTH KOREA","Million $","Fruits","Foods",1999,5.7
"Dried, prepared or preserved fruit","CHILE","Million $","Fruits","Foods",1999,3.7
"Dried, prepared or preserved fruit","REST OF WORLD","Million $","Fruits","Foods",1999,398.8
"Fruit juices","BRAZIL","Million $","Fruits","Foods",1999,202.5
"Fruit juices","MEXICO","Million $","Fruits","Foods",1999,78.2
"Fruit juices","TURKEY","Million $","Fruits","Foods",1999,6.5
"Fruit juices","THAILAND","Million $","Fruits","Foods",1999,39.1
"Fruit juices","CHINA","Million $","Fruits","Foods",1999,24.6
"Fruit juices","ARGENTINA","Million $","Fruits","Foods",1999,132.3
"Fruit juices","CANADA","Million $","Fruits","Foods",1999,24.9
"Fruit juices","PHILIPPINES","Million $","Fruits","Foods",1999,33.7
"Fruit juices","REST OF WORLD","Million $","Fruits","Foods",1999,253.6
"Total nuts","VIETNAM","Million $","Nuts","Foods",1999,23.4
"Total nuts","MEXICO","Million $","Nuts","Foods",1999,75.1
"Total nuts","CANADA","Million $","Nuts","Foods",1999,27.1
"Total nuts","THAILAND","Million $","Nuts","Foods",1999,8.5
"Total nuts","PHILIPPINES","Million $","Nuts","Foods",1999,44.4
"Total nuts","CHINA","Million $","Nuts","Foods",1999,32.6
"Total nuts","TURKEY","Million $","Nuts","Foods",1999,26.3
"Total nuts","COTE D’IVOIRE","Million $","Nuts","Foods",1999,1.3
"Total nuts","REPUBLIC OF SOUTH AFRICA","Million $","Nuts","Foods",1999,7.2
"Total nuts","REST OF WORLD","Million $","Nuts","Foods",1999,548.0
"Tree nuts","VIETNAM","Million $","Nuts","Foods",1999,22.9
"Tree nuts","MEXICO","Million $","Nuts","Foods",1999,70.9
"Tree nuts","PHILIPPINES","Million $","Nuts","Foods",1999,41.1
"Tree nuts","COTE D’IVOIRE","Million $","Nuts","Foods",1999,1.3
"Tree nuts","CHINA","Million $","Nuts","Foods",1999,28.7
"Tree nuts","REPUBLIC OF SOUTH AFRICA","Million $","Nuts","Foods",1999,6.3
"Tree nuts","BOLIVIA","Million $","Nuts","Foods",1999,8.0
"Tree nuts","THAILAND","Million $","Nuts","Foods",1999,2.2
"Tree nuts","BRAZIL","Million $","Nuts","Foods",1999,104.2
"Tree nuts","REST OF WORLD","Million $","Nuts","Foods",1999,386.0
"Cashew nuts","VIETNAM","Million $","Nuts","Foods",1999,22.9
"Cashew nuts","COTE D’IVOIRE","Million $","Nuts","Foods",1999,0.4
"Cashew nuts","BRAZIL","Million $","Nuts","Foods",1999,97.3
"Cashew nuts","BENIN","Million $","Nuts","Foods",1999,0.0
"Cashew nuts","THAILAND","Million $","Nuts","Foods",1999,0.1
"Cashew nuts","INDIA","Million $","Nuts","Foods",1999,287.0
"Cashew nuts","INDONESIA","Million $","Nuts","Foods",1999,6.3
"Cashew nuts","REST OF WORLD","Million $","Nuts","Foods",1999,12.1
"Prepared tree nuts","VIETNAM","Million $","Nuts","Foods",1999,0.4
"Prepared tree nuts","THAILAND","Million $","Nuts","Foods",1999,6.2
"Prepared tree nuts","CANADA","Million $","Nuts","Foods",1999,2.7
"Prepared tree nuts","MEXICO","Million $","Nuts","Foods",1999,0.1
"Prepared tree nuts","TURKEY","Million $","Nuts","Foods",1999,1.0
"Prepared tree nuts","INDIA","Million $","Nuts","Foods",1999,9.8
"Prepared tree nuts","ISRAEL","Million $","Nuts","Foods",1999,0.4
"Prepared tree nuts","REST OF WORLD","Million $","Nuts","Foods",1999,28.9
"Ground nuts","MEXICO","Million $","Nuts","Foods",1999,4.0
"Ground nuts","CANADA","Million $","Nuts","Foods",1999,23.8
"Ground nuts","ARGENTINA","Million $","Nuts","Foods",1999,36.2
"Ground nuts","INDIA","Million $","Nuts","Foods",1999,1.0
"Ground nuts","CHINA","Million $","Nuts","Foods",1999,3.1
"Ground nuts","REST OF WORLD","Million $","Nuts","Foods",1999,4.7
"Total coffee, tea, and spices","BRAZIL","Million $","Coffee","Foods",1999,553.3
"Total coffee, tea, and spices","COLOMBIA","Million $","Coffee","Foods",1999,519.3
"Total coffee, tea, and spices","SWITZERLAND","Million $","Coffee","Foods",1999,4.0
"Total coffee, tea, and spices","MEXICO","Million $","Coffee","Foods",1999,480.6
"Total coffee, tea, and spices","VIETNAM","Million $","Coffee","Foods",1999,118.1
"Total coffee, tea, and spices","CANADA","Million $","Coffee","Foods",1999,172.3
"Total coffee, tea, and spices","INDIA","Million $","Coffee","Foods",1999,180.0
"Total coffee, tea, and spices","REST OF WORLD","Million $","Coffee","Foods",1999,1576.1
"Coffee beans, unroasted","BRAZIL","Million $","Coffee","Foods",1999,466.7
"Coffee beans, unroasted","COLOMBIA","Million $","Coffee","Foods",1999,497.3
"Coffee beans, unroasted","GUATEMALA","Million $","Coffee","Foods",1999,301.5
"Coffee beans, unroasted","HONDURAS","Million $","Coffee","Foods",1999,49.3
"Coffee beans, unroasted","PERU","Million $","Coffee","Foods",1999,88.8
"Coffee beans, unroasted","VIETNAM","Million $","Coffee","Foods",1999,100.3
"Coffee beans, unroasted","REST OF WORLD","Million $","Coffee","Foods",1999,1030.1
"Coffee, roasted and instant","SWITZERLAND","Million $","Coffee","Foods",1999,0.8
"Coffee, roasted and instant","CANADA","Million $","Coffee","Foods",1999,83.4
"Coffee, roasted and instant","ITALY","Million $","Coffee","Foods",1999,15.4
"Coffee, roasted and instant","COLOMBIA","Million $","Coffee","Foods",1999,5.4
"Coffee, roasted and instant","MEXICO","Million $","Coffee","Foods",1999,6.7
"Coffee, roasted and instant","REST OF WORLD","Million $","Coffee","Foods",1999,68.4
"Coffee extracts and preparations","MEXICO","Million $","Coffee","Foods",1999,27.4
"Coffee extracts and preparations","BRAZIL","Million $","Coffee","Foods",1999,43.5
"Coffee extracts and preparations","COLOMBIA","Million $","Coffee","Foods",1999,16.2
"Coffee extracts and preparations","NETHERLANDS","Million $","Coffee","Foods",1999,33.4
"Coffee extracts and preparations","REST OF WORLD","Million $","Coffee","Foods",1999,61.5
"Tea and mate","JAPAN","Million $","Coffee","Foods",1999,3.7
"Tea and mate","CHINA","Million $","Coffee","Foods",1999,24.5
"Tea and mate","CANADA","Million $","Coffee","Foods",1999,37.0
"Tea and mate","INDIA","Million $","Coffee","Foods",1999,20.3
"Tea and mate","REST OF WORLD","Million $","Coffee","Foods",1999,127.1
"Spices","VIETNAM","Million $","Coffee","Foods",1999,16.6
"Spices","INDIA","Million $","Coffee","Foods",1999,144.6
"Spices","MEXICO","Million $","Coffee","Foods",1999,30.6
"Spices","CHINA","Million $","Coffee","Foods",1999,20.8
"Spices","INDONESIA","Million $","Coffee","Foods",1999,100.3
"Spices","SPAIN","Million $","Coffee","Foods",1999,15.7
"Spices","PERU","Million $","Coffee","Foods",1999,0.1
"Spices","MADAGASCAR","Million $","Coffee","Foods",1999,19.0
"Spices","REST OF WORLD","Million $","Coffee","Foods",1999,147.3
"Total grains and products","CANADA","Million $","Grains","Foods",1999,1416.6
"Total grains and products","MEXICO","Million $","Grains","Foods",1999,161.7
"Total grains and products","ITALY","Million $","Grains","Foods",1999,180.0
"Total grains and products","THAILAND","Million $","Grains","Foods",1999,151.0
"Total grains and products","INDIA","Million $","Grains","Foods",1999,44.7
"Total grains and products","SOUTH KOREA","Million $","Grains","Foods",1999,36.0
"Total grains and products","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",1999,58.7
"Total grains and products","FRANCE","Million $","Grains","Foods",1999,56.8
"Total grains and products","CHINA","Million $","Grains","Foods",1999,38.0
"Total grains and products","REST OF WORLD","Million $","Grains","Foods",1999,491.5
"Bulk grains","CANADA","Million $","Grains","Foods",1999,488.5
"Bulk grains","THAILAND","Million $","Grains","Foods",1999,117.4
"Bulk grains","INDIA","Million $","Grains","Foods",1999,41.0
"Bulk grains","PERU","Million $","Grains","Foods",1999,0.6
"Bulk grains","CHINA","Million $","Grains","Foods",1999,9.4
"Bulk grains","PAKISTAN","Million $","Grains","Foods",1999,6.6
"Bulk grains","ARGENTINA","Million $","Grains","Foods",1999,0.1
"Bulk grains","REST OF WORLD","Million $","Grains","Foods",1999,67.8
"Wheat and products","CANADA","Million $","Grains","Foods",1999,342.9
"Wheat and products","AUSTRALIA","Million $","Grains","Foods",1999,35.4
"Wheat and products","ITALY","Million $","Grains","Foods",1999,0.4
"Wheat and products","MEXICO","Million $","Grains","Foods",1999,0.4
"Wheat and products","REST OF WORLD","Million $","Grains","Foods",1999,29.7
"Rice and products","THAILAND","Million $","Grains","Foods",1999,120.2
"Rice and products","INDIA","Million $","Grains","Foods",1999,41.1
"Rice and products","CHINA","Million $","Grains","Foods",1999,9.3
"Rice and products","PAKISTAN","Million $","Grains","Foods",1999,6.6
"Rice and products","REST OF WORLD","Million $","Grains","Foods",1999,14.4
"Milled grain products","CANADA","Million $","Grains","Foods",1999,128.6
"Milled grain products","MEXICO","Million $","Grains","Foods",1999,4.3
"Milled grain products","AUSTRALIA","Million $","Grains","Foods",1999,35.7
"Milled grain products","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",1999,12.2
"Milled grain products","THAILAND","Million $","Grains","Foods",1999,10.4
"Milled grain products","INDIA","Million $","Grains","Foods",1999,0.2
"Milled grain products","ITALY","Million $","Grains","Foods",1999,0.6
"Milled grain products","REST OF WORLD","Million $","Grains","Foods",1999,54.1
"Cereal and bakery foods","CANADA","Million $","Grains","Foods",1999,799.5
"Cereal and bakery foods","MEXICO","Million $","Grains","Foods",1999,150.6
"Cereal and bakery foods","ITALY","Million $","Grains","Foods",1999,174.4
"Cereal and bakery foods","SOUTH KOREA","Million $","Grains","Foods",1999,34.4
"Cereal and bakery foods","FRANCE","Million $","Grains","Foods",1999,48.4
"Cereal and bakery foods","THAILAND","Million $","Grains","Foods",1999,23.2
"Cereal and bakery foods","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",1999,46.3
"Cereal and bakery foods","REST OF WORLD","Million $","Grains","Foods",1999,380.7
"Total vegetable oils","CANADA","Million $","VegetablesOil","Foods",1999,282.0
"Total vegetable oils","INDONESIA","Million $","VegetablesOil","Foods",1999,83.7
"Total vegetable oils","SPAIN","Million $","VegetablesOil","Foods",1999,56.8
"Total vegetable oils","ITALY","Million $","VegetablesOil","Foods",1999,231.0
"Total vegetable oils","PHILIPPINES","Million $","VegetablesOil","Foods",1999,167.5
"Total vegetable oils","MEXICO","Million $","VegetablesOil","Foods",1999,21.8
"Total vegetable oils","TUNISIA","Million $","VegetablesOil","Foods",1999,4.1
"Total vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",1999,274.7
"Crude vegetable oils","CANADA","Million $","VegetablesOil","Foods",1999,2.9
"Crude vegetable oils","PHILIPPINES","Million $","VegetablesOil","Foods",1999,116.9
"Crude vegetable oils","MEXICO","Million $","VegetablesOil","Foods",1999,15.8
"Crude vegetable oils","ARGENTINA","Million $","VegetablesOil","Foods",1999,4.5
"Crude vegetable oils","SPAIN","Million $","VegetablesOil","Foods",1999,0.1
"Crude vegetable oils","HUNGARY","Million $","VegetablesOil","Foods",1999,0.0
"Crude vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",1999,46.2
"Refined vegetable oils","CANADA","Million $","VegetablesOil","Foods",1999,187.3
"Refined vegetable oils","INDONESIA","Million $","VegetablesOil","Foods",1999,44.2
"Refined vegetable oils","SPAIN","Million $","VegetablesOil","Foods",1999,56.7
"Refined vegetable oils","ITALY","Million $","VegetablesOil","Foods",1999,231.0
"Refined vegetable oils","TUNISIA","Million $","VegetablesOil","Foods",1999,4.1
"Refined vegetable oils","MEXICO","Million $","VegetablesOil","Foods",1999,5.9
"Refined vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",1999,314.1
"Olive oil","SPAIN","Million $","VegetablesOil","Foods",1999,56.0
"Olive oil","ITALY","Million $","VegetablesOil","Foods",1999,229.9
"Olive oil","TUNISIA","Million $","VegetablesOil","Foods",1999,4.1
"Olive oil","TURKEY","Million $","VegetablesOil","Foods",1999,27.6
"Olive oil","ARGENTINA","Million $","VegetablesOil","Foods",1999,1.9
